Name,Time, , Duration,Note
Baby,22. 5. 16 22:25,4 hrs 56 min,
Baby,23. 5. 16 03:45,3 hrs 49 min,
Baby,23. 5. 16 13:00,,
Baby,23. 5. 16 13:00,1 hr 40 min,
Baby,23. 5. 16 15:30,3 hrs 44 min,
Baby,23. 5. 16 22:05,2 hrs 2 min,
Baby,24. 5. 16 01:12,2 hrs 38 min,
Baby,24. 5. 16 04:26,3 hrs 6 min,
Baby,24. 5. 16 08:27,2 hrs 38 min,
Baby,24. 5. 16 12:45,1 hr 48 min,
Baby,24. 5. 16 17:19,1 hr 48 min,
Baby,24. 5. 16 21:40,2 hrs 45 min,
Baby,25. 5. 16 00:44,3 hrs 16 min,
Baby,25. 5. 16 04:30,2 hrs 52 min,
Baby,25. 5. 16 08:36,1 hr 34 min,
Baby,25. 5. 16 10:50,2 hrs 15 min,
Baby,25. 5. 16 15:25,55 min,
Baby,25. 5. 16 18:19,13 min,
Baby,25. 5. 16 21:25,6 hrs 20 min,
Baby,26. 5. 16 02:03,3 hrs 47 min,
Baby,26. 5. 16 07:11,1 hr 45 min,
Baby,26. 5. 16 09:33,1 hr 28 min,
Baby,26. 5. 16 12:25,1 hr 1 min,
Baby,26. 5. 16 15:23,57 min,
Baby,26. 5. 16 19:25,25 min,
Baby,26. 5. 16 22:29,5 hrs 13 min,
Baby,27. 5. 16 04:20,3 hrs 5 min,
Baby,27. 5. 16 09:21,57 min,
Baby,27. 5. 16 17:50,15 min,
Baby,27. 5. 16 21:34,4 hrs 56 min,
Baby,28. 5. 16 02:50,4 hrs 18 min,
Baby,28. 5. 16 07:40,3 hrs 20 min,
Baby,28. 5. 16 13:14,26 min,
Baby,28. 5. 16 15:30,45 min,
Baby,28. 5. 16 20:50,3 hrs 52 min,
Baby,29. 5. 16 01:16,3 hrs 54 min,
Baby,29. 5. 16 05:53,1 hr 21 min,
Baby,29. 5. 16 07:42,1 hr 24 min,
Baby,29. 5. 16 11:31,20 min,
Baby,29. 5. 16 12:46,3 hrs 14 min,
Baby,29. 5. 16 17:28,1 hr 18 min,
Baby,29. 5. 16 22:48,2 hrs 46 min,
Baby,30. 5. 16 02:20,4 hrs 3 min,
Baby,30. 5. 16 07:42,1 hr 42 min,
Baby,30. 5. 16 11:15,4 hrs 9 min,
Baby,30. 5. 16 17:00,33 min,
Baby,30. 5. 16 22:10,4 hrs 20 min,
Baby,31. 5. 16 05:50,3 hrs 15 min,
Baby,31. 5. 16 10:08,2 hrs 22 min,
Baby,31. 5. 16 18:04,2 hrs 18 min,
Baby,31. 5. 16 20:42,2 hrs 7 min,
Baby,1. 6. 16 01:07,2 hrs 42 min,
Baby,1. 6. 16 04:18,3 hrs 18 min,
Baby,1. 6. 16 08:11,2 hrs 40 min,
Baby,1. 6. 16 12:21,1 hr 51 min,
Baby,1. 6. 16 15:39,47 min,
Baby,1. 6. 16 17:44,1 hr 54 min,
Baby,1. 6. 16 21:37,35 min,
Baby,1. 6. 16 23:15,4 hrs 45 min,
Baby,2. 6. 16 04:30,3 hrs 42 min,
Baby,2. 6. 16 09:10,2 hrs 2 min,
Baby,2. 6. 16 12:47,2 hrs 59 min,
Baby,2. 6. 16 18:04,1 hr,
Baby,2. 6. 16 20:34,55 min,
Baby,2. 6. 16 23:16,2 hrs 44 min,
Baby,3. 6. 16 02:30,4 hrs 55 min,
Baby,3. 6. 16 09:27,51 min,
Baby,3. 6. 16 10:48,1 hr 15 min,
Baby,3. 6. 16 13:58,32 min,
Baby,3. 6. 16 16:25,2 hrs 52 min,
Baby,3. 6. 16 22:28,4 hrs 37 min,
Baby,4. 6. 16 03:30,4 hrs 4 min,
Baby,4. 6. 16 09:05,2 hrs 13 min,
Baby,4. 6. 16 13:25,43 min,
Baby,4. 6. 16 19:52,29 min,
Baby,4. 6. 16 22:18,3 hrs 28 min,
Baby,5. 6. 16 02:17,4 hrs 8 min,
Baby,5. 6. 16 07:15,3 hrs 41 min,
Baby,5. 6. 16 13:20,32 min,
Baby,5. 6. 16 15:24,1 hr 22 min,
Baby,5. 6. 16 18:48,27 min,
Baby,5. 6. 16 22:10,5 hrs,
Baby,6. 6. 16 03:30,4 hrs 30 min,
Baby,6. 6. 16 09:04,2 hrs 56 min,
Baby,6. 6. 16 14:11,1 hr 20 min,
Baby,6. 6. 16 17:15,55 min,
Baby,6. 6. 16 21:23,3 hrs 9 min,
Baby,7. 6. 16 03:00,3 hrs 30 min,
Baby,7. 6. 16 06:41,2 hrs 34 min,
Baby,7. 6. 16 12:06,2 hrs 20 min,
Baby,7. 6. 16 16:23,3 hrs 43 min,
Baby,7. 6. 16 23:08,4 hrs 12 min,
Baby,8. 6. 16 04:20,3 hrs 31 min,
Baby,8. 6. 16 08:35,54 min,
Baby,8. 6. 16 11:33,2 hrs 23 min,
Baby,8. 6. 16 15:49,50 min,
Baby,8. 6. 16 19:01,55 min,
Baby,8. 6. 16 22:24,3 hrs 6 min,
Baby,9. 6. 16 02:15,5 hrs 5 min,
Baby,9. 6. 16 08:28,2 hrs 27 min,
Baby,9. 6. 16 13:11,2 hrs 6 min,
Baby,9. 6. 16 17:29,1 hr 26 min,
Baby,9. 6. 16 21:20,4 hrs 56 min,
Baby,10. 6. 16 04:20,1 hr 33 min,
Baby,10. 6. 16 07:50,2 hrs 24 min,
Baby,10. 6. 16 11:38,2 hrs 22 min,
Baby,10. 6. 16 15:40,1 hr 40 min,
Baby,10. 6. 16 19:44,43 min,
Baby,10. 6. 16 22:57,42 min,
Baby,11. 6. 16 01:23,4 hrs 17 min,
Baby,11. 6. 16 05:20,4 hrs 40 min,
Baby,11. 6. 16 12:38,2 hrs 7 min,
Baby,11. 6. 16 16:26,58 min,
Baby,11. 6. 16 19:16,44 min,
Baby,11. 6. 16 22:18,5 hrs 2 min,
Baby,12. 6. 16 03:45,5 hrs 17 min,
Baby,12. 6. 16 11:29,22 min,
Baby,12. 6. 16 12:48,2 hrs 30 min,
Baby,12. 6. 16 17:56,36 min,
Baby,12. 6. 16 20:37,40 min,
Baby,12. 6. 16 22:44,4 hrs 6 min,
Baby,13. 6. 16 03:35,5 hrs,
Baby,13. 6. 16 09:45,1 hr 38 min,
Baby,13. 6. 16 12:50,40 min,
Baby,13. 6. 16 14:23,50 min,
Baby,13. 6. 16 16:24,1 hr 33 min,
Baby,13. 6. 16 19:57,41 min,
Baby,13. 6. 16 22:15,7 hrs,
Baby,14. 6. 16 06:41,2 hrs 39 min,
Baby,14. 6. 16 10:48,1 hr 44 min,
Baby,14. 6. 16 16:04,1 hr 36 min,
Baby,14. 6. 16 20:47,40 min,
Baby,14. 6. 16 22:52,3 hrs 28 min,
Baby,15. 6. 16 03:00,4 hrs 41 min,
Baby,15. 6. 16 09:04,2 hrs 32 min,
Baby,15. 6. 16 14:13,16 min,
Baby,15. 6. 16 19:43,1 hr 12 min,
Baby,15. 6. 16 22:55,3 hrs 20 min,
Baby,16. 6. 16 03:05,4 hrs 39 min,
Baby,16. 6. 16 10:08,42 min,
Baby,16. 6. 16 11:45,1 hr 50 min,
Baby,16. 6. 16 15:16,1 hr 49 min,
Baby,16. 6. 16 18:34,41 min,
Baby,16. 6. 16 21:03,1 hr 49 min,
Baby,16. 6. 16 23:26,4 hrs 38 min,
Baby,17. 6. 16 04:55,4 hrs 41 min,
Baby,17. 6. 16 12:20,2 hrs 40 min,
Baby,17. 6. 16 15:30,1 hr,
Baby,17. 6. 16 17:50,40 min,
Baby,17. 6. 16 21:05,2 hrs 15 min,
Baby,18. 6. 16 01:18,4 hrs 33 min,
Baby,18. 6. 16 06:55,2 hrs 5 min,
Baby,18. 6. 16 11:00,30 min,
Baby,18. 6. 16 13:30,30 min,
Baby,18. 6. 16 16:00,30 min,
Baby,18. 6. 16 17:43,2 hrs 6 min,
Baby,18. 6. 16 22:11,6 hrs 30 min,
Baby,19. 6. 16 05:50,3 hrs 54 min,
Baby,19. 6. 16 11:23,1 hr 22 min,
Baby,19. 6. 16 14:49,35 min,
Baby,19. 6. 16 16:37,43 min,
Baby,19. 6. 16 19:21,35 min,
Baby,19. 6. 16 22:11,6 hrs 34 min,
Baby,20. 6. 16 06:30,3 hrs 44 min,
Baby,20. 6. 16 12:24,1 hr 25 min,
Baby,20. 6. 16 15:19,54 min,
Baby,20. 6. 16 17:36,2 hrs 33 min,
Baby,20. 6. 16 22:35,5 hrs 55 min,
Baby,21. 6. 16 05:30,2 hrs 20 min,
Baby,21. 6. 16 14:54,23 min,
Baby,21. 6. 16 15:47,3 hrs 25 min,
Baby,21. 6. 16 22:01,4 hrs 39 min,
Baby,22. 6. 16 03:30,4 hrs 36 min,
Baby,22. 6. 16 10:02,2 hrs 20 min,
Baby,22. 6. 16 14:06,1 hr 32 min,
Baby,22. 6. 16 18:27,29 min,
Baby,22. 6. 16 20:21,36 min,
Baby,22. 6. 16 22:58,5 hrs 7 min,
Baby,23. 6. 16 04:45,2 hrs 48 min,
Baby,23. 6. 16 08:38,2 hrs 1 min,
Baby,23. 6. 16 12:27,48 min,
Baby,23. 6. 16 16:09,1 hr 7 min,
Baby,23. 6. 16 19:38,40 min,
Baby,23. 6. 16 22:23,5 hrs 25 min,
Baby,24. 6. 16 04:03,2 hrs 59 min,
Baby,24. 6. 16 07:50,2 hrs 11 min,
Baby,24. 6. 16 11:47,1 hr 41 min,
Baby,24. 6. 16 15:09,1 hr 5 min,
Baby,24. 6. 16 17:19,1 hr 27 min,
Baby,24. 6. 16 21:05,36 min,
Baby,24. 6. 16 23:03,5 hrs 25 min,
Baby,25. 6. 16 04:42,3 hrs 13 min,
Baby,25. 6. 16 09:16,1 hr 45 min,
Baby,25. 6. 16 12:52,42 min,
Baby,25. 6. 16 15:06,2 hrs 34 min,
Baby,25. 6. 16 21:37,40 min,
Baby,25. 6. 16 23:26,8 hrs 14 min,
Baby,26. 6. 16 09:08,3 hrs 8 min,
Baby,26. 6. 16 14:30,1 hr 20 min,
Baby,26. 6. 16 17:47,1 hr 49 min,
Baby,26. 6. 16 21:20,34 min,
Baby,27. 6. 16 00:03,7 hrs 23 min,
Baby,27. 6. 16 09:08,2 hrs 11 min,
Baby,27. 6. 16 12:49,29 min,
Baby,27. 6. 16 14:53,35 min,
Baby,27. 6. 16 16:16,1 hr 56 min,
Baby,27. 6. 16 21:28,26 min,
Baby,27. 6. 16 23:24,5 hrs 25 min,
Baby,28. 6. 16 06:45,3 hrs 25 min,
Baby,28. 6. 16 12:13,1 hr 31 min,
Baby,28. 6. 16 16:00,40 min,
Baby,28. 6. 16 18:29,47 min,
Baby,28. 6. 16 21:02,34 min,
Baby,29. 6. 16 00:20,6 hrs 40 min,
Baby,29. 6. 16 09:01,1 hr 34 min,
Baby,29. 6. 16 12:16,3 hrs 4 min,
Baby,29. 6. 16 17:24,1 hr 28 min,
Baby,29. 6. 16 21:14,33 min,
Baby,30. 6. 16 00:07,9 hrs 1 min,
Baby,30. 6. 16 10:31,1 hr 58 min,
Baby,30. 6. 16 14:19,1 hr 50 min,
Baby,30. 6. 16 17:55,40 min,
Baby,30. 6. 16 20:11,39 min,
Baby,30. 6. 16 23:22,9 hrs 3 min,
Baby,1. 7. 16 10:05,2 hrs 14 min,
Baby,1. 7. 16 14:33,40 min,
Baby,1. 7. 16 17:05,44 min,
Baby,1. 7. 16 19:40,46 min,
Baby,1. 7. 16 22:37,5 hrs 3 min,
Baby,2. 7. 16 05:50,4 hrs,
Baby,2. 7. 16 12:00,37 min,
Baby,2. 7. 16 14:34,3 hrs 49 min,
Baby,2. 7. 16 21:48,8 hrs 33 min,
Baby,3. 7. 16 07:30,2 hrs 20 min,
Baby,3. 7. 16 12:32,1 hr 32 min,
Baby,3. 7. 16 16:29,40 min,
Baby,3. 7. 16 19:07,44 min,
Baby,3. 7. 16 22:58,30 min,
Baby,4. 7. 16 01:01,6 hrs 39 min,
Baby,4. 7. 16 08:55,2 hrs 55 min,
Baby,4. 7. 16 13:40,3 hrs 1 min,
Baby,4. 7. 16 18:20,44 min,
Baby,4. 7. 16 21:20,41 min,
Baby,5. 7. 16 00:30,6 hrs 35 min,
Baby,5. 7. 16 08:00,2 hrs 40 min,
Baby,5. 7. 16 12:21,2 hrs 34 min,
Baby,5. 7. 16 17:00,2 hrs 37 min,
Baby,5. 7. 16 22:10,7 hrs 57 min,
Baby,6. 7. 16 07:03,2 hrs 42 min,
Baby,6. 7. 16 11:38,1 hr 35 min,
Baby,6. 7. 16 14:54,36 min,
Baby,6. 7. 16 17:33,37 min,
Baby,6. 7. 16 20:41,24 min,
Baby,6. 7. 16 23:39,6 hrs 12 min,
Baby,7. 7. 16 07:01,2 hrs 59 min,
Baby,7. 7. 16 13:08,32 min,
Baby,7. 7. 16 16:20,1 hr 59 min,
Baby,7. 7. 16 22:10,1 hr 15 min,
Baby,8. 7. 16 00:51,7 hrs 9 min,
Baby,8. 7. 16 09:20,2 hrs 21 min,
Baby,8. 7. 16 13:43,1 hr 57 min,
Baby,8. 7. 16 17:43,2 hrs 27 min,
Baby,8. 7. 16 22:32,58 min,
Baby,9. 7. 16 00:50,7 hrs 25 min,
Baby,9. 7. 16 13:09,19 min,
Baby,9. 7. 16 15:18,26 min,
Baby,9. 7. 16 17:18,30 min,
Baby,9. 7. 16 19:55,6 hrs 25 min,
Baby,10. 7. 16 03:23,4 hrs 29 min,
Baby,10. 7. 16 09:32,21 min,
Baby,10. 7. 16 12:00,2 hrs 15 min,
Baby,10. 7. 16 16:50,50 min,
Baby,10. 7. 16 19:30,31 min,
Baby,10. 7. 16 22:20,9 hrs 5 min,
Baby,11. 7. 16 08:41,2 hrs 39 min,
Baby,11. 7. 16 13:11,3 hrs 9 min,
Baby,11. 7. 16 18:04,36 min,
Baby,11. 7. 16 20:05,19 min,
Baby,11. 7. 16 22:05,9 hrs 28 min,
Baby,12. 7. 16 08:34,2 hrs 39 min,
Baby,12. 7. 16 12:56,43 min,
Baby,12. 7. 16 14:57,45 min,
Baby,12. 7. 16 17:17,1 hr 13 min,
Baby,12. 7. 16 21:18,6 hrs 53 min,
Baby,13. 7. 16 04:30,3 hrs 48 min,
Baby,13. 7. 16 09:28,56 min,
Baby,13. 7. 16 12:04,2 hrs 59 min,
Baby,13. 7. 16 17:16,42 min,
Baby,13. 7. 16 22:48,4 hrs 47 min,
Baby,14. 7. 16 05:36,2 hrs 34 min,
Baby,14. 7. 16 09:55,1 hr 20 min,
Baby,14. 7. 16 14:08,54 min,
Baby,14. 7. 16 16:58,27 min,
Baby,14. 7. 16 20:12,25 min,
Baby,14. 7. 16 23:03,4 hrs 27 min,
Baby,15. 7. 16 04:30,6 hrs 30 min,
Baby,15. 7. 16 13:50,1 hr 50 min,
Baby,15. 7. 16 17:05,45 min,
Baby,15. 7. 16 19:58,23 min,
Baby,15. 7. 16 23:15,7 hrs 46 min,
Baby,16. 7. 16 10:09,49 min,
Baby,16. 7. 16 12:51,1 hr 39 min,
Baby,16. 7. 16 15:49,45 min,
Baby,16. 7. 16 19:01,16 min,
Baby,16. 7. 16 20:50,50 min,
Baby,16. 7. 16 23:24,5 hrs 56 min,
Baby,17. 7. 16 06:56,3 hrs 29 min,
Baby,17. 7. 16 14:08,2 hrs 46 min,
Baby,17. 7. 16 18:52,1 hr 1 min,
Baby,17. 7. 16 22:45,9 hrs 29 min,
Baby,18. 7. 16 09:31,2 hrs 39 min,
Baby,18. 7. 16 14:35,40 min,
Baby,18. 7. 16 16:33,56 min,
Baby,18. 7. 16 19:24,30 min,
Baby,18. 7. 16 22:04,7 hrs 46 min,
Baby,19. 7. 16 07:10,3 hrs 10 min,
Baby,19. 7. 16 11:32,35 min,
Baby,19. 7. 16 14:11,44 min,
Baby,19. 7. 16 16:40,1 hr 40 min,
Baby,19. 7. 16 20:25,53 min,
Baby,19. 7. 16 23:12,4 hrs 48 min,
Baby,20. 7. 16 04:30,4 hrs 44 min,
Baby,20. 7. 16 11:43,2 hrs 19 min,
Baby,20. 7. 16 16:17,41 min,
Baby,20. 7. 16 18:14,1 hr 49 min,
Baby,20. 7. 16 22:58,9 hrs 27 min,
Baby,21. 7. 16 09:49,1 hr 34 min,
Baby,21. 7. 16 13:09,43 min,
Baby,21. 7. 16 15:30,50 min,
Baby,21. 7. 16 18:00,53 min,
Baby,21. 7. 16 22:26,9 hrs 14 min,
Baby,22. 7. 16 09:20,1 hr 40 min,
Baby,22. 7. 16 13:06,47 min,
Baby,22. 7. 16 15:35,44 min,
Baby,22. 7. 16 18:00,2 hrs 32 min,
Baby,22. 7. 16 23:46,4 hrs 44 min,
Baby,23. 7. 16 06:44,1 hr 26 min,
Baby,23. 7. 16 11:00,52 min,
Baby,23. 7. 16 13:20,40 min,
Baby,23. 7. 16 16:27,32 min,
Baby,23. 7. 16 18:35,43 min,
Baby,23. 7. 16 22:45,8 hrs 28 min,
Baby,24. 7. 16 08:17,1 hr 53 min,
Baby,24. 7. 16 12:45,23 min,
Baby,24. 7. 16 15:45,1 hr 11 min,
Baby,24. 7. 16 20:16,27 min,
Baby,24. 7. 16 22:30,9 hrs,
Baby,25. 7. 16 09:25,3 hrs 5 min,
Baby,25. 7. 16 14:35,1 hr 9 min,
Baby,25. 7. 16 18:05,50 min,
Baby,25. 7. 16 20:50,53 min,
Baby,26. 7. 16 00:08,7 hrs 42 min,
Baby,26. 7. 16 09:15,40 min,
Baby,26. 7. 16 12:05,1 hr 55 min,
Baby,26. 7. 16 16:30,2 hrs 45 min,
Baby,26. 7. 16 21:35,9 hrs 21 min,
Baby,27. 7. 16 08:10,1 hr 36 min,
Baby,27. 7. 16 11:40,1 hr 45 min,
Baby,27. 7. 16 15:59,40 min,
Baby,27. 7. 16 20:02,1 hr 10 min,
Baby,27. 7. 16 22:50,1 hr 10 min,
Baby,28. 7. 16 01:13,5 hrs 37 min,
Baby,28. 7. 16 07:51,2 hrs 24 min,
Baby,28. 7. 16 12:25,1 hr 45 min,
Baby,28. 7. 16 16:30,1 hr 17 min,
Baby,28. 7. 16 20:18,37 min,
Baby,28. 7. 16 23:35,4 hrs 55 min,
Baby,29. 7. 16 06:45,2 hrs 44 min,
Baby,29. 7. 16 11:31,1 hr 24 min,
Baby,29. 7. 16 15:07,40 min,
Baby,29. 7. 16 17:33,42 min,
Baby,29. 7. 16 20:42,26 min,
Baby,29. 7. 16 23:45,8 hrs 25 min,
Baby,30. 7. 16 09:47,2 hrs 40 min,
Baby,30. 7. 16 15:33,35 min,
Baby,30. 7. 16 17:04,1 hr 32 min,
Baby,30. 7. 16 22:19,8 hrs 29 min,
Baby,31. 7. 16 07:50,56 min,
Baby,31. 7. 16 10:56,42 min,
Baby,31. 7. 16 13:18,2 hrs 13 min,
Baby,31. 7. 16 17:33,42 min,
Baby,31. 7. 16 19:54,41 min,
Baby,31. 7. 16 22:29,8 hrs 12 min,
Baby,1. 8. 16 08:29,1 hr 42 min,
Baby,1. 8. 16 11:24,41 min,
Baby,1. 8. 16 14:52,22 min,
Baby,1. 8. 16 16:23,46 min,
Baby,1. 8. 16 19:54,22 min,
Baby,1. 8. 16 21:59,10 hrs 25 min,
Baby,2. 8. 16 09:57,1 hr 35 min,
Baby,2. 8. 16 14:14,1 hr 23 min,
Baby,2. 8. 16 18:02,1 hr 45 min,
Baby,2. 8. 16 22:15,6 hrs 34 min,
Baby,3. 8. 16 06:23,3 hrs 10 min,
Baby,3. 8. 16 12:20,40 min,
Baby,3. 8. 16 15:01,51 min,
Baby,3. 8. 16 17:15,1 hr 11 min,
Baby,3. 8. 16 21:24,3 hrs 56 min,
Baby,4. 8. 16 02:36,7 hrs 34 min,
Baby,4. 8. 16 13:00,25 min,
Baby,4. 8. 16 14:50,29 min,
Baby,4. 8. 16 16:55,2 hrs 10 min,
Baby,4. 8. 16 21:34,8 hrs 28 min,
Baby,5. 8. 16 07:01,2 hrs 13 min,
Baby,5. 8. 16 11:10,1 hr 30 min,
Baby,5. 8. 16 14:12,58 min,
Baby,5. 8. 16 17:38,1 hr 21 min,
Baby,5. 8. 16 21:50,9 hrs 10 min,
Baby,6. 8. 16 08:17,2 hrs 21 min,
Baby,6. 8. 16 14:00,2 hrs 6 min,
Baby,6. 8. 16 19:24,26 min,
Baby,6. 8. 16 23:19,8 hrs 9 min,
Baby,7. 8. 16 09:10,2 hrs 37 min,
Baby,7. 8. 16 13:27,1 hr 8 min,
Baby,7. 8. 16 16:28,47 min,
Baby,7. 8. 16 22:30,8 hrs 1 min,
Baby,8. 8. 16 07:13,2 hrs 32 min,
Baby,8. 8. 16 12:45,37 min,
Baby,8. 8. 16 15:40,37 min,
Baby,8. 8. 16 18:55,35 min,
Baby,8. 8. 16 22:10,6 hrs 40 min,
Baby,9. 8. 16 06:11,3 hrs 24 min,
Baby,9. 8. 16 11:11,50 min,
Baby,9. 8. 16 14:17,1 hr 24 min,
Baby,9. 8. 16 17:46,30 min,
Baby,9. 8. 16 23:23,8 hrs 2 min,
Baby,10. 8. 16 09:19,2 hrs 42 min,
Baby,10. 8. 16 14:11,51 min,
Baby,22. 5. 17 20:00,11 hrs 10 min,
Baby,23. 5. 17 12:30,1 hr 30 min,
Baby,23. 5. 17 20:20,10 hrs 50 min,
Baby,24. 5. 17 12:30,1 hr 30 min,
Baby,24. 5. 17 19:50,13 hrs,
Baby,25. 5. 17 12:07,2 hrs 13 min,
Baby,25. 5. 17 21:08,10 hrs 12 min,
Baby,26. 5. 17 12:20,2 hrs 25 min,
Baby,26. 5. 17 20:00,11 hrs 25 min,
Baby,27. 5. 17 09:35,2 hrs,
Baby,27. 5. 17 20:50,11 hrs 19 min,
Baby,28. 5. 17 10:50,1 hr 55 min,
Baby,28. 5. 17 15:10,1 hr 43 min,
Baby,28. 5. 17 20:15,55 min,
Baby,28. 5. 17 23:45,6 hrs,
Baby,29. 5. 17 12:15,2 hrs,
Baby,29. 5. 17 19:50,11 hrs 50 min,
Baby,30. 5. 17 12:30,1 hr 30 min,
Baby,30. 5. 17 17:19,2 hrs 21 min,
Baby,30. 5. 17 21:55,9 hrs 25 min,
Baby,31. 5. 17 12:30,2 hrs 30 min,
Baby,31. 5. 17 19:03,12 hrs 12 min,
Baby,1. 6. 17 12:30,1 hr 30 min,
Baby,1. 6. 17 19:50,7 hrs 20 min,
Baby,2. 6. 17 04:10,3 hrs 5 min,
Baby,2. 6. 17 12:30,1 hr 30 min,
Baby,2. 6. 17 19:40,11 hrs 10 min,
Baby,3. 6. 17 10:35,1 hr 35 min,
Baby,3. 6. 17 16:25,1 hr 45 min,
Baby,3. 6. 17 21:25,9 hrs 12 min,
Baby,4. 6. 17 09:50,2 hrs 40 min,
Baby,4. 6. 17 16:15,47 min,
Baby,4. 6. 17 20:25,10 hrs 50 min,
Baby,5. 6. 17 12:30,1 hr 30 min,
Baby,5. 6. 17 19:45,9 hrs 55 min,
Baby,6. 6. 17 12:30,1 hr 30 min,
Baby,6. 6. 17 19:27,11 hrs 53 min,
Baby,7. 6. 17 12:30,1 hr 30 min,
Baby,7. 6. 17 19:50,11 hrs 30 min,
Baby,8. 6. 17 12:30,1 hr 30 min,
Baby,8. 6. 17 20:10,10 hrs 35 min,
Baby,9. 6. 17 12:30,1 hr 30 min,
Baby,9. 6. 17 19:50,9 hrs 45 min,
Baby,10. 6. 17 09:00,55 min,
Baby,10. 6. 17 13:05,2 hrs 8 min,
Baby,10. 6. 17 20:45,11 hrs 40 min,
Baby,11. 6. 17 11:40,45 min,
Baby,11. 6. 17 14:30,2 hrs,
Baby,11. 6. 17 20:49,10 hrs 12 min,
Baby,12. 6. 17 12:30,2 hrs 30 min,
Baby,12. 6. 17 20:53,10 hrs 27 min,
Baby,13. 6. 17 12:30,1 hr 30 min,
Baby,13. 6. 17 20:23,10 hrs 52 min,
Baby,14. 6. 17 12:30,2 hrs 10 min,
Baby,14. 6. 17 19:55,10 hrs 45 min,
Baby,15. 6. 17 10:45,2 hrs,
Baby,15. 6. 17 20:28,9 hrs 2 min,
Baby,16. 6. 17 12:30,2 hrs,
Baby,16. 6. 17 18:20,1 hr 48 min,
Baby,16. 6. 17 22:04,10 hrs 1 min,
Baby,17. 6. 17 12:20,2 hrs 38 min,
Baby,17. 6. 17 20:35,5 hrs 25 min,
Baby,18. 6. 17 04:15,4 hrs 5 min,
Baby,18. 6. 17 12:25,2 hrs 45 min,
Baby,18. 6. 17 21:22,9 hrs 58 min,
Baby,19. 6. 17 12:20,2 hrs 25 min,
Baby,19. 6. 17 20:35,10 hrs 50 min,
Baby,20. 6. 17 12:30,2 hrs,
Baby,20. 6. 17 19:50,11 hrs 25 min,
Baby,21. 6. 17 11:08,1 hr 37 min,
Baby,21. 6. 17 17:00,50 min,
Baby,21. 6. 17 21:03,10 hrs 37 min,
Baby,22. 6. 17 11:45,2 hrs 51 min,
Baby,22. 6. 17 20:05,10 hrs 40 min,
Baby,23. 6. 17 12:30,2 hrs,
Baby,23. 6. 17 19:35,7 hrs 25 min,
Baby,24. 6. 17 04:30,3 hrs 10 min,
Baby,24. 6. 17 12:15,2 hrs 35 min,
Baby,24. 6. 17 20:20,9 hrs 55 min,
Baby,25. 6. 17 09:05,1 hr 40 min,
Baby,25. 6. 17 14:23,2 hrs 57 min,
Baby,25. 6. 17 21:45,9 hrs,
Baby,26. 6. 17 12:20,2 hrs 40 min,
Baby,26. 6. 17 21:00,10 hrs,
